ZCTA5_FIPS,ZCTA5_population,SDI_score,PovertyLT100_FPL_score,Single_Parent_Fam_score,Education_LT12years_score,HHNo_Vehicle_score,HHRenter_Occupied_score,HHCrowding_score,Nonemployed_score,sdi,pct_Poverty_LT100,pct_Single_Parent_Fam,pct_Education_LT12years,pct_NonEmployed,pctHH_No_Vehicle,pctHH_Renter_Occupied,pctHH_Crowding
1001,17312,36,34,51,37,74,35,17,10,-0.43084496,0.085101269,0.126561,0.076442704,0.20745921,0.086469717,0.2704708,0.008363686
1002,30014,72,91,78,15,79,82,33,83,0.63324773,0.25962469,0.1809237,0.04243372,0.36542284,0.096856505,0.50989997,0.014798938
1003,11357,76,100,1,90,1,100,1,100,0.78632873,0.80232561,0,0.23809524,0.66449398,0,0.90476191,0
1005,5128,14,34,6,17,33,8,34,42,-1.1681253,0.08560545,0.048270315,0.045957919,0.26864406,0.038580246,0.1388889,0.014917696
1007,15005,14,19,18,18,47,16,22,4,-1.175958,0.060762376,0.075582825,0.047872864,0.18352398,0.051231351,0.18551141,0.01024627
1008,1140,8,9,3,51,2,1,32,11,-1.435065,0.042105265,0.033613447,0.098792538,0.20987654,0.006122449,0.048979592,0.014285714
1009,261,49,91,1,22,79,33,1,58,-0.051408917,0.25670499,0,0.053658538,0.29646018,0.096491225,0.2631579,0
1010,3658,17,18,54,14,10,5,40,70,-1.0511626,0.057835307,0.13197969,0.041729324,0.32380113,0.018659296,0.11955771,0.017277125
1011,1430,28,41,37,47,35,18,1,23,-0.66241246,0.096956827,0.10594315,0.092421442,0.23516949,0.040780142,0.19680852,0
1012,585,17,27,37,45,7,6,1,4,-1.0609841,0.073504277,0.10526316,0.087866105,0.18181819,0.014705882,0.12132353,0
1013,22733,87,79,94,78,90,82,51,63,1.1632828,0.1918373,0.25733677,0.16983895,0.30873242,0.15765864,0.5085339,0.022757111
1020,30108,51,38,59,63,75,56,10,34,0.017398134,0.092833057,0.14059156,0.12557283,0.25460157,0.087591812,0.35247695,0.005157056
1022,2586,62,84,85,13,59,54,20,99,0.32931787,0.21113689,0.200883,0.040072858,0.53247589,0.064124785,0.34488735,0.009532062
1026,933,25,41,65,5,65,22,1,42,-0.77924615,0.096774191,0.15163934,0.024926687,0.2682927,0.071428575,0.21875,0
1027,17818,32,35,34,11,51,59,12,19,-0.55667704,0.086312711,0.10010882,0.036441892,0.2293158,0.055373359,0.36377397,0.006306761
1028,16242,17,12,40,27,60,13,24,33,-1.0660908,0.047462553,0.11012476,0.061210215,0.25263047,0.064954683,0.17354818,0.011077543
1029,538,28,12,41,67,1,27,77,1,-0.68988121,0.048327137,0.11111111,0.13665944,0.1462141,0,0.2394958,0.046218488
1030,11384,16,26,28,20,64,17,7,17,-1.083822,0.070842527,0.091417298,0.051402431,0.22390257,0.069746375,0.19497283,0.003849638
1031,1135,72,79,52,48,85,81,60,55,0.64626914,0.19383261,0.12800001,0.095011875,0.29216468,0.11731844,0.49906892,0.027932961
1032,495,5,30,1,1,9,3,1,19,-1.563603,0.078787878,0.007042253,0.007462686,0.22922637,0.017094018,0.094017096,0
1033,6322,10,7,30,25,27,7,13,2,-1.3280413,0.037646316,0.09500543,0.057797395,0.1606635,0.033807147,0.12908183,0.006530926
1034,2186,11,36,2,19,7,2,1,31,-1.2944156,0.087800369,0.030351438,0.04978488,0.24982156,0.015204678,0.073684208,0
1035,5319,18,23,58,10,68,22,5,34,-1.0174068,0.067154124,0.13788487,0.035066504,0.25402614,0.075850047,0.21621622,0.002179599
1036,5178,10,2,14,29,53,3,1,18,-1.3155289,0.02559559,0.067980967,0.063957863,0.22534767,0.057,0.086499996,0
1037,747,8,33,46,1,1,8,1,93,-1.4280128,0.08372093,0.11888112,0,0.42332613,0,0.13865547,0
1038,2734,15,10,33,3,65,36,38,9,-1.1361352,0.044623263,0.09987516,0.019617224,0.20421299,0.071311474,0.27459016,0.016393442
1039,1207,6,7,2,12,28,34,1,3,-1.5271316,0.038939521,0.029069768,0.037810944,0.17560975,0.034990791,0.26703498,0
1040,40241,96,95,97,85,94,90,66,90,1.5713216,0.29338345,0.29811078,0.20588344,0.39913183,0.21966226,0.59327137,0.032530434
1050,2438,20,35,32,35,35,13,9,28,-0.94820958,0.086079076,0.097072423,0.07227616,0.24412856,0.040299907,0.17244612,0.004686036
1053,1593,45,88,53,23,63,28,1,78,-0.1535483,0.23493975,0.13,0.05559906,0.34717786,0.069026552,0.24247788,0
1054,2001,9,22,39,19,3,5,8,18,-1.3689537,0.065467268,0.10796461,0.050000001,0.22629696,0.009138381,0.11357702,0.003916449
1056,21291,44,35,44,79,57,35,13,42,-0.18031676,0.086615324,0.11566307,0.17369618,0.26871291,0.062208202,0.27091482,0.006687697
1057,8824,15,20,16,33,8,14,30,16,-1.1295162,0.06213085,0.072886296,0.07026194,0.22116219,0.016165627,0.17555304,0.01361316
1060,15948,61,64,58,29,88,89,25,60,0.31349638,0.14539269,0.13887922,0.063246056,0.30166537,0.13865161,0.58831602,0.011744967
1062,10364,31,49,42,28,59,29,7,49,-0.5922147,0.11210406,0.11219148,0.062572569,0.28123546,0.063773677,0.24718294,0.00359626
1063,611,1,1,1,1,1,1,1,97,-1.9854703,0,0,0,0.46481177,0,0,0
1066,31,,1,1,100,1,1,1,1,,0,0,1,0,0,0,0
1068,1833,6,10,11,15,28,1,1,41,-1.5098593,0.044286497,0.063314714,0.042428676,0.26615384,0.034883723,0.049418606,0
1069,8556,37,29,63,49,70,25,10,23,-0.4029046,0.075925268,0.1477382,0.095584817,0.2352432,0.078677312,0.22976054,0.005131129
1070,648,12,24,17,9,6,15,63,12,-1.2317054,0.067901231,0.074712642,0.032882012,0.2118863,0.013513514,0.18243243,0.030405406
1071,1318,6,17,44,13,17,3,1,40,-1.4977494,0.056904402,0.11609498,0.039236479,0.265625,0.024714829,0.093155891,0
1072,1478,24,36,55,4,51,3,36,71,-0.80004901,0.087695442,0.13380282,0.022686025,0.32890704,0.055555556,0.096825399,0.015873017
1073,6144,7,2,2,23,36,3,42,12,-1.4557956,0.024820378,0.030624263,0.054922976,0.21183112,0.041562758,0.091022447,0.018287614
1074,411,66,73,100,1,88,98,1,1,0.44004023,0.17274939,0.77894735,0,0.14864865,0.1368421,0.77894735,0
1075,17703,32,40,37,22,68,36,13,56,-0.55521613,0.096083067,0.10509155,0.053244308,0.2932418,0.075574368,0.27297461,0.006650544
1077,9720,27,29,36,37,63,16,27,24,-0.72333628,0.076803483,0.10403963,0.075571671,0.23773395,0.069400631,0.18664564,0.012355415
1079,781,14,1,100,1,1,55,1,55,-1.1804526,0,0.74444443,0,0.2923387,0,0.34795323,0
1080,2709,80,90,61,47,51,78,88,94,0.93238133,0.24880029,0.14378029,0.092042759,0.42722017,0.055555556,0.47603485,0.075163402
1081,1883,9,17,17,18,24,14,23,21,-1.3514478,0.056928035,0.075050712,0.047547169,0.23148936,0.031746034,0.17857143,0.01058201
1082,10580,56,56,73,46,74,47,18,45,0.15324301,0.12642261,0.16811393,0.090132587,0.27309424,0.087202966,0.31327665,0.008720296
1083,3094,31,57,1,42,53,29,1,21,-0.57831621,0.13089852,0,0.084493965,0.2323031,0.057223264,0.24577861,0
1084,168,19,26,89,8,1,13,1,3,-0.98166555,0.071428575,0.22,0.031746034,0.17582418,0,0.17333333,0
1085,41780,38,26,44,53,63,49,20,52,-0.37841868,0.071685426,0.11570738,0.10301966,0.28617561,0.069191694,0.3237091,0.009709987
1086,363,1,1,1,1,1,1,1,100,-2.0501735,0,0,0,0.85399449,0,0,0
1088,509,44,75,41,4,70,52,1,56,-0.20471472,0.17878193,0.11111111,0.02284264,0.29439253,0.0785124,0.33471075,0
1089,28609,61,49,53,53,82,68,47,37,0.30581743,0.11339916,0.13029459,0.1041471,0.25934568,0.10789369,0.41245538,0.020785403
1092,1278,37,16,98,7,71,34,87,46,-0.39525989,0.055555556,0.30449826,0.028335301,0.2755214,0.080260307,0.26464209,0.071583517
1093,313,4,31,3,1,1,1,1,18,-1.6230916,0.079872206,0.036144577,0.013157895,0.22564103,0,0.05982906,0
1094,387,46,34,23,67,92,74,1,5,-0.14539099,0.085271321,0.083333336,0.13461539,0.18562874,0.17560975,0.44878048,0
1095,14728,4,3,24,22,16,5,5,4,-1.6479048,0.027387738,0.085453197,0.053897258,0.17927758,0.024176661,0.11840853,0.002284409
1096,2443,12,30,8,18,38,20,7,7,-1.2353536,0.078342907,0.055223882,0.048056155,0.1955414,0.043396227,0.20943396,0.003773585
1097,56,81,100,100,93,1,96,1,100,0.9460963,0.71428573,0.78571427,0.26086956,0.66666669,0,0.69999999,0
1098,1263,16,20,36,25,45,6,50,7,-1.1064677,0.062151395,0.10365853,0.05785124,0.1943734,0.049657535,0.12328767,0.022260275
1103,2332,99,100,98,88,98,99,63,96,1.7618386,0.42538592,0.32044199,0.22385621,0.45287356,0.37609723,0.87238353,0.029709656
1104,23740,96,89,98,92,95,84,73,87,1.592591,0.23729964,0.31490073,0.25301522,0.38621742,0.24882154,0.52985412,0.040516272
1105,11841,100,100,100,96,99,100,87,99,1.9660505,0.50817394,0.45973155,0.3290253,0.53575212,0.47585654,0.91604888,0.069525145
1106,15987,3,2,12,17,21,4,9,41,-1.7158715,0.021981606,0.063776098,0.045744013,0.26601982,0.028947825,0.10868435,0.004853528
1107,11562,100,100,100,99,97,97,87,97,1.9614322,0.43487743,0.40868554,0.4055137,0.46247494,0.3185243,0.74564821,0.069628477
1108,27054,96,92,98,91,94,90,53,83,1.5609014,0.268684,0.30826709,0.24305515,0.36551338,0.21259029,0.59845203,0.023426212
1109,30383,96,93,99,86,95,88,56,97,1.5658358,0.27809867,0.33284929,0.20649359,0.46746069,0.23097593,0.56319863,0.025150472
1118,14830,63,72,94,52,71,26,59,43,0.37691125,0.17031547,0.25149253,0.10127458,0.27003065,0.081342235,0.23348559,0.027406886
1119,13681,72,77,94,59,84,42,37,91,0.65568328,0.18721317,0.25063372,0.11608376,0.4058066,0.11428571,0.29591838,0.016122449
1128,2541,11,23,5,39,15,1,1,6,-1.2677721,0.06572216,0.045925926,0.079074256,0.19314642,0.023041476,0.0359447,0
1129,6941,54,65,94,41,66,36,10,54,0.089121513,0.14980346,0.25291005,0.08150091,0.29084823,0.073324025,0.273743,0.00523743
1151,9032,94,82,99,86,88,87,75,83,1.4653885,0.20571302,0.33715597,0.20847751,0.36494598,0.13556851,0.5536443,0.042565599
1199,0,,,,,,,,,,0,0,0,0,0,0,0
1201,44458,62,57,77,46,87,60,27,40,0.33483136,0.13071865,0.17718557,0.089861259,0.26568225,0.13141859,0.37217781,0.012237762
1220,8179,58,48,43,57,81,65,30,39,0.21383192,0.11173663,0.11529628,0.11061381,0.26330429,0.10254372,0.39666137,0.013513514
1222,807,34,46,11,95,25,8,1,75,-0.49933133,0.10780669,0.063636363,0.29322034,0.33870968,0.03206997,0.13702624,0
1223,2443,8,21,16,18,7,2,13,15,-1.404964,0.063855916,0.073431239,0.047376465,0.22082227,0.014995314,0.075913779,0.00656045
1224,125,60,88,91,92,1,34,1,19,0.29099971,0.23199999,0.23404256,0.25438598,0.22807017,0,0.265625,0
1225,3105,18,27,4,41,27,14,1,43,-1.0238603,0.072141707,0.039215688,0.082736671,0.26978764,0.033839781,0.17610498,0
1226,6769,10,12,34,22,16,28,1,22,-1.3074882,0.048062481,0.10110005,0.053625379,0.23356321,0.024611399,0.24222799,0
1229,91,20,1,1,79,91,20,1,77,-0.93519348,0,0,0.17582418,0.34615386,0.16666667,0.20833333,0
1230,8525,31,28,70,34,59,32,17,44,-0.58963525,0.075145274,0.15992561,0.071039155,0.27187562,0.064084306,0.25548276,0.008259755
1235,2567,26,48,48,37,19,15,8,13,-0.74645036,0.11154446,0.12273362,0.075642966,0.21492538,0.026881721,0.1827957,0.004480287
1236,1311,24,10,16,31,90,46,1,2,-0.82221174,0.044314381,0.072463766,0.066893421,0.1557789,0.15241636,0.31040892,0
1237,2488,18,32,13,25,2,12,28,41,-1.0364162,0.081189707,0.066874027,0.057251908,0.26622903,0.006756757,0.16988418,0.012548262
1238,5814,25,16,59,34,51,39,19,22,-0.76634622,0.054363377,0.14070681,0.071299233,0.23382045,0.055459272,0.28596187,0.009098787
1240,4453,25,15,19,20,86,54,1,59,-0.77901232,0.053488936,0.077798858,0.051443271,0.29828623,0.12154433,0.34509057,0
1242,471,20,1,94,1,1,62,1,1,-0.94309407,0.008492569,0.26027396,0.003164557,0.14552239,0,0.38124999,0
1243,268,1,8,1,1,1,1,1,26,-1.8461161,0.041044775,0,0,0.24120604,0,0.034722224,0
1244,132,15,1,90,41,1,24,1,99,-1.1514745,0,0.22916667,0.08130081,0.56060606,0,0.22413793,0
1245,836,8,14,1,28,1,7,1,81,-1.4088562,0.051435407,0.012605042,0.062222224,0.35947713,0,0.13602015,0
1247,15466,74,74,82,72,89,61,14,69,0.70666617,0.17658509,0.19197631,0.14863585,0.32296962,0.14462054,0.3747333,0.007010058
1253,769,4,9,6,20,9,2,1,35,-1.6093435,0.041939713,0.048979592,0.05079826,0.25641027,0.017241379,0.076354682,0
1254,902,7,19,4,13,10,1,13,42,-1.4759648,0.059866961,0.042763159,0.039440203,0.26844263,0.018058691,0.040632054,0.006772009
1255,891,16,9,25,49,43,1,45,19,-1.0904499,0.042117931,0.086757988,0.096822992,0.22862823,0.048158642,0.014164306,0.019830028
1256,680,35,26,80,63,6,2,64,5,-0.47261852,0.07121212,0.18571429,0.12593985,0.18510158,0.013651877,0.081911266,0.030716723
1257,2017,12,33,7,3,47,10,1,5,-1.2540911,0.082796231,0.05399568,0.020676691,0.18759936,0.051198255,0.15250544,0
1258,488,5,31,1,7,6,11,1,7,-1.5745232,0.079918034,0,0.028795812,0.19512194,0.014018691,0.15887851,0
1259,540,20,36,51,44,4,4,1,64,-0.97274357,0.088888891,0.12716763,0.08677686,0.3093093,0.01048951,0.1013986,0
1260,427,62,28,100,86,1,84,89,1,0.34466124,0.074941449,0.52631581,0.20967741,0.038314175,0,0.52857143,0.078571431
1262,1005,52,84,19,10,60,77,1,94,0.037348006,0.21436228,0.077348068,0.035388127,0.43562609,0.06530612,0.46530613,0
1264,206,31,82,3,1,17,24,71,77,-0.56753582,0.2038835,0.035714287,0.006289308,0.3442623,0.025,0.22499999,0.037500001
1266,1295,5,15,9,8,5,7,1,10,-1.582778,0.054054055,0.058524173,0.030360531,0.2058433,0.012237762,0.13111888,0
1267,7753,35,47,50,24,72,33,1,78,-0.46326631,0.10931411,0.12526691,0.056441717,0.34865618,0.082209103,0.26264757,0
1270,796,4,21,4,5,1,1,18,17,-1.6033826,0.062814072,0.043859649,0.024390243,0.22413793,0,0,0.008746356
1301,17617,58,49,75,43,82,71,24,38,0.22903682,0.11290797,0.17204843,0.086032771,0.26134026,0.10607545,0.43152866,0.011024008
1330,1276,21,42,25,9,38,16,14,11,-0.93041843,0.10015773,0.08645533,0.032977693,0.21046373,0.043554008,0.18815331,0.006968641
1331,13486,53,57,52,49,72,32,32,81,0.061740592,0.13026504,0.12899444,0.095159456,0.35891116,0.081957884,0.25668752,0.014228799
1337,2532,21,30,37,13,49,17,9,40,-0.92968106,0.078915901,0.10578279,0.04002079,0.2647436,0.053122088,0.19384903,0.004659833
1338,113,25,66,91,17,1,1,1,1,-0.7886306,0.15044248,0.23529412,0.046296295,0.14864865,0,0,0
1339,1371,35,44,43,30,41,8,80,73,-0.45844334,0.10284464,0.11466666,0.065527067,0.33418044,0.04570384,0.14259598,0.051188301
1340,1779,26,50,44,25,8,12,51,8,-0.75749749,0.11467116,0.11660079,0.057228915,0.2,0.015873017,0.16931216,0.022486772
1341,1929,1,1,10,2,3,9,1,11,-1.8493489,0.018858042,0.060661763,0.015950069,0.20986547,0.007712083,0.14524421,0
1342,1259,47,87,64,17,20,57,1,84,-0.11262291,0.22569135,0.14901961,0.04593176,0.37220261,0.02739726,0.35890412,0
1343,78,17,23,1,59,1,37,1,3,-1.080091,0.06666667,0,0.11538462,0.175,0,0.27586207,0
1344,1380,43,51,13,47,69,20,64,42,-0.21852322,0.11751663,0.066265061,0.092702173,0.26891735,0.07692308,0.20879121,0.031135531
1346,471,2,4,9,19,14,1,1,19,-1.76968,0.032051284,0.057971016,0.049707603,0.22834645,0.021857923,0.021857923,0
1347,154,46,80,100,39,1,38,1,1,-0.13837452,0.19480519,0.3888889,0.078431375,0,0,0.2820513,0
1349,1391,28,7,86,37,5,15,73,11,-0.68004036,0.037463978,0.20775624,0.076344088,0.20855615,0.012,0.182,0.039999999
1350,87,37,65,88,1,1,34,1,60,-0.41019341,0.14942528,0.2173913,0,0.3018868,0,0.26530612,0
1351,2114,22,28,50,10,42,46,22,5,-0.87306559,0.075212866,0.12631579,0.034282394,0.18881118,0.047227927,0.3100616,0.01026694
1354,1596,9,35,7,8,9,15,1,14,-1.3491185,0.086109363,0.052493438,0.030564263,0.21626452,0.017271157,0.18307427,0
1355,931,12,15,27,11,14,6,60,60,-1.2395116,0.053705692,0.090277776,0.036516853,0.30088496,0.022613065,0.1281407,0.027638191
1360,2981,19,10,22,42,60,11,31,25,-0.99079049,0.043978348,0.082535885,0.084124833,0.23884514,0.06530612,0.1632653,0.013877551
1364,7729,44,42,26,55,74,44,12,75,-0.1803595,0.099791013,0.088369727,0.10626557,0.34011975,0.087273881,0.30371311,0.006347192
1366,1188,7,9,3,17,57,8,1,22,-1.4604197,0.042031523,0.034843206,0.045606229,0.23378378,0.061310783,0.14164905,0
1367,639,35,74,53,33,5,2,83,37,-0.45469856,0.17704917,0.12987013,0.070217915,0.25970149,0.012658228,0.075949363,0.059071731
1368,1377,16,30,22,26,30,15,10,35,-1.1039286,0.078431375,0.081841432,0.059999999,0.25700936,0.036144577,0.18072289,0.005163511
1370,3852,41,44,55,34,43,48,6,39,-0.29311001,0.10334903,0.13365854,0.070413224,0.26365188,0.047487576,0.31860849,0.003313087
1373,4854,15,9,32,22,59,17,9,45,-1.1399055,0.041407868,0.098068349,0.053257637,0.27355427,0.064516127,0.19550343,0.004887586
1375,3647,47,57,6,7,53,90,83,5,-0.10771739,0.130797,0.048114434,0.030030031,0.18522771,0.057245079,0.59749556,0.059630293
1376,5013,67,62,69,38,91,80,26,58,0.48559219,0.14081341,0.15929204,0.078104995,0.29650438,0.1636668,0.49309334,0.01213897
1378,792,9,25,5,39,9,2,11,59,-1.361241,0.069796957,0.047393367,0.079545453,0.2992278,0.017391304,0.06666667,0.005797102
1379,829,21,53,10,14,13,18,10,79,-0.91712683,0.12135922,0.060747664,0.042105265,0.35282651,0.021621622,0.19729729,0.005405406
1420,40702,83,68,81,72,88,76,75,62,1.0310725,0.15652844,0.18823273,0.14896215,0.30561855,0.13458069,0.46475109,0.04316739
1430,6297,2,1,27,5,4,3,1,10,-1.7478617,0.017464424,0.089212827,0.025616921,0.20586081,0.010747436,0.084513925,0
1431,3220,6,12,7,32,1,2,10,28,-1.5302863,0.047320589,0.051918738,0.068907566,0.24444444,0,0.077120826,0.005141388
1432,7699,25,24,36,23,37,58,31,2,-0.77964944,0.067409836,0.10352423,0.055555556,0.16752988,0.042417198,0.36345148,0.01394538
1434,1969,52,84,100,10,95,26,1,100,0.037863325,0.21305841,0.36046511,0.035098523,0.72114742,0.23430963,0.23430963,0
1436,3374,17,7,51,53,27,23,1,2,-1.0748231,0.03867235,0.12741752,0.10317124,0.16432585,0.033976834,0.22239383,0
1438,694,42,11,95,81,1,2,100,93,-0.25322694,0.046109509,0.27118644,0.18159807,0.42125237,0,0.070707068,0.24242425
1440,20610,72,61,85,57,87,79,56,70,0.65492558,0.13910085,0.20055325,0.10983083,0.32445768,0.1305299,0.47958192,0.025279533
1450,11313,5,7,11,7,44,8,12,50,-1.5451375,0.037957765,0.062252965,0.029839328,0.28291768,0.048636697,0.14247113,0.006140997
1451,4731,2,2,7,6,1,1,1,24,-1.7753309,0.022616783,0.053024646,0.026220614,0.23846425,0,0.054802954,0
1452,4708,10,20,8,8,27,7,50,11,-1.3362733,0.06202209,0.056501549,0.030884558,0.21057819,0.033588685,0.1308191,0.021803182
1453,41647,69,55,81,60,80,70,47,30,0.5635913,0.12553558,0.18715924,0.11965377,0.24731502,0.10001187,0.42188984,0.020595916
1460,10071,3,12,6,5,15,5,11,17,-1.6920389,0.047762696,0.05137353,0.02535014,0.2248394,0.023516543,0.11676237,0.005468964
1462,11402,14,18,25,27,13,11,48,9,-1.1878756,0.057603687,0.087366439,0.06082334,0.20403649,0.021809746,0.16241299,0.020881671
1463,12105,8,13,7,15,30,19,4,12,-1.4280891,0.050033189,0.052391104,0.04238084,0.21209092,0.036903691,0.20162016,0.001575158
1464,7633,25,11,4,52,5,35,72,95,-0.76970875,0.045115221,0.039923955,0.10136032,0.44837144,0.013066558,0.27113107,0.038383015
1467,276,1,1,1,1,1,1,1,55,-2.0501735,0,0,0,0.29166666,0,0,0
1468,4062,7,12,4,42,10,10,1,3,-1.4695463,0.047267355,0.039341263,0.084538028,0.17568569,0.018640351,0.15570176,0
1469,7670,4,6,12,14,26,11,5,10,-1.6288152,0.036008906,0.064849623,0.041822955,0.20495901,0.033060789,0.15854959,0.002132954
1473,7766,2,2,9,15,7,3,1,34,-1.7771385,0.025535207,0.058657907,0.04341637,0.25415385,0.014634146,0.090940766,0
1474,1803,9,11,2,38,37,1,1,34,-1.3779445,0.045788582,0.024336284,0.077092513,0.25404531,0.042432815,0.056577086,0
1475,10825,44,46,18,44,84,39,58,18,-0.1859159,0.10595521,0.076162577,0.086844951,0.22582008,0.11420983,0.28366533,0.026560426
1501,16619,10,4,20,21,58,10,8,25,-1.3193579,0.031047238,0.078898229,0.052631579,0.23904762,0.063310221,0.15149231,0.004220681
1503,3182,4,9,3,11,17,13,1,17,-1.6272398,0.04245881,0.032220945,0.035953179,0.2236982,0.025445292,0.17472434,0
1504,9263,16,7,43,16,44,23,5,4,-1.1094388,0.038136512,0.11474103,0.045307942,0.18294649,0.04849688,0.2231991,0.002552467
1505,4623,4,7,28,5,15,12,17,28,-1.6282332,0.038010426,0.091123328,0.025720483,0.24450457,0.023346303,0.16675931,0.008337965
1506,3441,6,4,4,36,16,7,28,27,-1.5226864,0.031095611,0.04255319,0.07429719,0.24189064,0.024216523,0.13176638,0.012820513
1507,13550,16,12,31,19,41,20,25,18,-1.0928452,0.04815146,0.096809678,0.050069991,0.22581732,0.045616113,0.20892575,0.011650869
1510,13935,51,32,41,55,57,77,60,16,0.000335264,0.081213519,0.11138014,0.10641104,0.22269386,0.061851986,0.46746513,0.027708258
1515,2040,18,17,46,41,30,10,24,2,-1.0322889,0.055944055,0.11854684,0.082517482,0.156131,0.036477987,0.15597485,0.011320755
1516,8859,5,5,8,8,25,17,26,9,-1.5641805,0.034879785,0.055131469,0.03126559,0.2044481,0.032158319,0.19171305,0.012059369
1518,3947,28,19,91,11,38,50,33,36,-0.67731798,0.060298961,0.23224568,0.036589965,0.25771868,0.043447793,0.32585844,0.014716187
1519,7042,10,10,13,17,46,20,27,7,-1.3253113,0.043583881,0.066703722,0.045748986,0.19805464,0.05111821,0.20607029,0.012380192
1520,15781,3,5,12,5,26,4,7,4,-1.6831895,0.03406544,0.063779712,0.024542656,0.1822397,0.033356376,0.10819219,0.003802281
1521,2630,16,13,64,21,2,6,26,34,-1.1122497,0.049809884,0.14927346,0.052832246,0.25410798,0.004970179,0.12524851,0.01192843
1522,3270,17,31,70,14,6,6,46,20,-1.0686183,0.079510704,0.1612542,0.041241687,0.23024948,0.014285714,0.12380952,0.019841271
1523,7794,35,10,15,77,57,23,66,94,-0.45770305,0.043178972,0.07047949,0.16506581,0.42751479,0.061316874,0.22016461,0.032510288
1524,6654,24,32,28,44,34,28,1,20,-0.79615253,0.08104638,0.090796024,0.087187432,0.23101199,0.039951079,0.2417448,0
1525,544,74,49,100,54,1,99,94,84,0.70032597,0.11213236,0.60689658,0.10614525,0.37087911,0,0.80645162,0.11059908
1527,13732,21,10,15,34,42,35,29,16,-0.89346516,0.043761089,0.069581956,0.0705918,0.22209683,0.046445496,0.26748815,0.013270142
1529,3256,28,26,59,40,61,24,9,8,-0.69255871,0.071847059,0.14002478,0.08115299,0.20111214,0.066075742,0.22481869,0.004834811
1531,1211,25,47,28,53,11,7,1,60,-0.75958931,0.10835401,0.090909094,0.1027933,0.30243903,0.019565217,0.13695653,0
1532,15056,4,3,12,9,16,17,20,7,-1.6368517,0.026147746,0.064342536,0.033192631,0.19488952,0.024263753,0.19151695,0.009446194
1534,6296,18,16,7,31,83,23,7,4,-1.0279864,0.054515865,0.054809842,0.067219555,0.18041992,0.10846449,0.22118248,0.003828158
1535,4774,19,5,22,41,11,35,60,21,-0.98081791,0.03376678,0.082400002,0.081828773,0.23129252,0.019554591,0.2688756,0.028245518
1536,7576,18,37,14,15,41,18,1,25,-1.0382543,0.089663431,0.068965517,0.043162644,0.23953165,0.045683455,0.19784173,0
1537,2201,43,41,82,77,7,43,1,49,-0.23097193,0.096774191,0.19198312,0.16700611,0.28087774,0.01487779,0.30074388,0
1540,11581,19,34,14,27,22,30,1,28,-0.99839103,0.084778249,0.069127761,0.060847566,0.24451046,0.02953084,0.25101215,0
1541,3455,3,12,3,5,40,1,1,15,-1.6866025,0.047756873,0.031904288,0.025384616,0.21934865,0.044846576,0.044059794,0
1542,2567,22,1,53,44,32,19,80,3,-0.87921435,0.016380344,0.13011695,0.08626198,0.17258883,0.03824522,0.20247468,0.051743533
1543,8685,3,4,2,3,30,14,27,9,-1.68549,0.02941855,0.026588554,0.021227257,0.20297115,0.036395147,0.17885615,0.012478336
1545,37086,15,8,20,19,45,34,46,20,-1.1306853,0.039486859,0.079862811,0.048930615,0.23022877,0.049475703,0.2639935,0.020307193
1550,16887,91,83,91,79,91,87,58,65,1.3493049,0.20723526,0.23347598,0.17405367,0.31256208,0.16218993,0.55790401,0.026420079
1560,4396,23,12,15,26,53,52,1,19,-0.85870063,0.047728315,0.071622849,0.059165858,0.2292683,0.057714287,0.33371428,0
1561,209,17,1,1,1,1,86,100,1,-1.0729384,0,0,0,0,0,0.5487805,0.5487805
1562,11928,35,32,10,57,84,42,13,10,-0.47422647,0.081730768,0.060869563,0.1101151,0.20625077,0.11488838,0.29408151,0.006553348
1564,8091,1,3,2,5,19,3,1,35,-1.8750489,0.028496765,0.025121199,0.02530768,0.25618374,0.026647462,0.095426716,0
1566,5592,11,14,52,12,47,3,1,41,-1.3015126,0.051144492,0.12799042,0.03836317,0.26680425,0.051551096,0.096715331,0
1568,7894,2,2,4,4,9,9,9,2,-1.7937875,0.025282683,0.043882977,0.022046961,0.16885702,0.01730486,0.14690721,0.004786451
1569,14025,22,29,45,23,37,19,11,8,-0.89053607,0.076532073,0.11809621,0.055521596,0.20084134,0.042523734,0.20134494,0.00573576
1570,16973,66,40,82,59,81,75,42,40,0.45202854,0.09628728,0.19187863,0.11589676,0.26468968,0.10351282,0.4536424,0.018139936
1571,11723,34,17,71,28,50,49,32,48,-0.48398292,0.056356736,0.16369711,0.062593959,0.27887747,0.054801535,0.32215109,0.014340589
1581,19037,21,11,8,11,53,60,71,16,-0.9310987,0.046484292,0.056388013,0.037098229,0.22287221,0.05757533,0.37049088,0.037770547
1583,7693,29,38,20,60,47,12,29,97,-0.63616031,0.092812777,0.07880795,0.11812459,0.47836906,0.051304348,0.16956522,0.013043478
1585,4569,21,9,19,40,56,38,29,30,-0.91591233,0.041988198,0.077130042,0.080994152,0.24737793,0.060260586,0.28284472,0.013029316
1588,9750,32,18,36,27,74,70,1,21,-0.5389455,0.058181819,0.10352143,0.06073425,0.23277627,0.086993009,0.42461538,0
1590,9404,2,3,16,9,30,4,1,7,-1.7536478,0.028498512,0.073506892,0.033278123,0.19593287,0.036289144,0.09920983,0
